,year,make,model,trim,body,transmission,state,condition,odometer,color,interior,sellingprice,saleyear
278,2013,Hyundai,Equus,Ultimate,Sedan,automatic,ca,4.1,7755.0,black,black,36000,2014
279,2013,Hyundai,Elantra,GLS,Sedan,automatic,ca,4.9,41481.0,silver,gray,11500,2014
280,2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,ca,3.9,22828.0,black,black,24500,2014
282,2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,ca,4.2,19729.0,—,black,24500,2014
283,2013,Hyundai,Accent,SE,Hatchback,automatic,ca,4.6,27387.0,silver,black,11400,2014
284,2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,ca,3.9,23097.0,white,black,21250,2014
285,2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,ca,4.5,9373.0,black,black,26250,2014
286,2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,ca,4.9,15802.0,silver,black,25000,2014
287,2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,ca,4.5,27333.0,black,black,24500,2014
288,2013,Hyundai,Sonata Hybrid,Base,Sedan,automatic,ca,4.9,8495.0,white,beige,16100,2014
289,2013,Hyundai,Sonata,GLS,Sedan,automatic,ca,4.3,22033.0,silver,gray,13700,2014
290,2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,ca,4.4,20263.0,black,black,26000,2014
291,2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,ca,4.2,28694.0,black,black,21500,2014
292,2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,ca,4.4,30464.0,gray,black,24000,2014
293,2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,ca,4.6,10610.0,white,gray,23500,2014
295,2013,Hyundai,Elantra,Limited,Sedan,automatic,ca,3.1,13505.0,red,tan,13800,2015
296,2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,ca,4.4,19573.0,white,gray,22000,2014
297,2013,Hyundai,Veloster,Base,Hatchback,automatic,ca,4.8,27532.0,yellow,black,11300,2014
298,2013,Hyundai,Elantra,GLS,Sedan,automatic,ca,2.0,33158.0,gray,beige,9400,2014
299,2013,Hyundai,Sonata,GLS,Sedan,automatic,ca,4.4,36991.0,white,beige,13400,2014
300,2013,Hyundai,Sonata,GLS,Sedan,automatic,ca,2.0,35518.0,red,beige,10700,2014
301,2013,Hyundai,Santa Fe,Limited,SUV,automatic,ca,5.0,15160.0,blue,gray,22200,2014
302,2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,ca,3.7,20202.0,black,black,21750,2014
303,2013,Hyundai,Genesis Coupe,3.8 Track,Genesis Coupe,automatic,ca,4.8,12730.0,red,black,23000,2014
304,2013,Hyundai,Sonata Hybrid,Limited,Sedan,automatic,ca,4.7,11798.0,black,gray,18400,2014
305,2013,Hyundai,Santa Fe,Sport,SUV,automatic,ca,4.3,41783.0,green,beige,17400,2014
306,2013,Hyundai,Genesis,5.0 R-Spec,Sedan,automatic,ca,4.4,35995.0,silver,black,27200,2014
307,2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,ca,4.6,17541.0,white,gray,24750,2014
308,2013,Hyundai,Sonata,GLS,Sedan,automatic,ca,3.8,40322.0,silver,gray,12300,2014
309,2013,Hyundai,Sonata,GLS,Sedan,automatic,ca,3.8,47516.0,black,beige,11700,2015
310,2013,Hyundai,Accent,GS,Hatchback,manual,ca,4.7,15813.0,green,black,9500,2014
311,2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,ca,4.2,23470.0,black,black,24500,2014
312,2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,ca,4.3,29782.0,gray,black,21500,2014
313,2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,ca,3.9,10993.0,blue,black,24250,2014
314,2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,ca,4.5,18921.0,gray,black,21750,2014
315,2013,Hyundai,Tucson,Limited,SUV,automatic,ca,4.4,32413.0,white,beige,17500,2014
316,2013,Hyundai,Sonata Hybrid,Limited,Sedan,automatic,ca,5.0,20.0,silver,gray,19900,2014
317,2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,ca,4.4,32437.0,white,black,20500,2014
318,2013,Hyundai,Elantra,GLS,Sedan,automatic,ca,3.5,38388.0,gray,gray,11700,2014
319,2013,Hyundai,Elantra,GLS,Sedan,automatic,ca,4.0,21579.0,black,gray,12600,2014
320,2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,ca,4.1,17672.0,black,black,21500,2014
321,2013,Hyundai,Sonata Hybrid,Limited,Sedan,automatic,ca,4.5,13162.0,black,gray,18600,2014
322,2013,Infiniti,G Coupe,G37 Sport,G Coupe,automatic,ca,4.1,13002.0,—,black,26500,2014
323,2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,ca,3.7,16486.0,black,black,24000,2014
324,2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,ca,4.3,11596.0,white,black,26000,2014
325,2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,ca,4.2,16153.0,blue,black,24000,2014
326,2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,ca,4.4,9785.0,blue,black,23000,2014
327,2013,Hyundai,Elantra,Limited,Sedan,automatic,ca,3.7,13871.0,white,black,15900,2014
328,2013,Infiniti,G Coupe,G37 Sport,G Coupe,automatic,ca,3.6,26843.0,gray,black,24250,2014
329,2013,Infiniti,G Coupe,G37 Sport,G Coupe,automatic,ca,3.7,18548.0,gray,black,25000,2014
330,2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,ca,4.2,25016.0,white,black,24750,2014
331,2013,Hyundai,Genesis,3.8,Sedan,automatic,ca,4.3,11041.0,black,beige,12500,2014
332,2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,ca,4.4,9535.0,black,black,25000,2014
333,2013,Hyundai,Sonata,GLS,Sedan,automatic,ca,2.5,40045.0,white,beige,12300,2014
334,2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,ca,4.5,23481.0,white,black,25750,2014
335,2013,Hyundai,Sonata,GLS,Sedan,automatic,ca,3.3,37499.0,blue,gray,12400,2014
336,2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,ca,4.3,13273.0,gray,gray,25750,2014
337,2013,Hyundai,Sonata,GLS,Sedan,automatic,ca,3.0,37060.0,blue,gray,10100,2014
338,2013,Hyundai,Santa Fe,Sport 2.0T,SUV,automatic,ca,5.0,66.0,silver,black,20800,2014
339,2013,Hyundai,Accent,GLS,Sedan,automatic,ca,2.0,35828.0,gold,beige,6700,2014
340,2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,ca,4.2,20408.0,gray,black,24000,2014
341,2013,Hyundai,Sonata,GLS,Sedan,automatic,ca,3.9,36564.0,—,beige,12400,2015
342,2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,ca,4.4,16833.0,gray,black,24750,2014
343,2013,Hyundai,Elantra,GLS,Sedan,automatic,ca,3.6,40079.0,silver,—,11300,2014
344,2013,Infiniti,G Coupe,G37 Sport,G Coupe,automatic,ca,4.5,16219.0,gray,black,26500,2014
345,2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,ca,4.2,20070.0,gray,black,22000,2014
346,2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,ca,3.9,13632.0,gray,gray,22000,2014
347,2013,Infiniti,G Coupe,G37 Sport,G Coupe,automatic,ca,3.9,6802.0,white,black,23250,2015
348,2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,ca,4.2,20432.0,white,black,24250,2014
349,2013,Hyundai,Elantra,GLS,Sedan,automatic,ca,1.0,24120.0,brown,beige,5200,2015
350,2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,ca,4.7,17203.0,—,beige,24750,2014
351,2013,Hyundai,Sonata,SE,Sedan,automatic,ca,4.8,10241.0,blue,gray,16900,2014
352,2013,Hyundai,Elantra,GLS,Sedan,automatic,ca,1.0,41710.0,gray,gray,7700,2014
353,2013,Hyundai,Sonata,GLS,Sedan,automatic,ca,3.9,25895.0,white,beige,12900,2014
354,2013,Jeep,Wrangler,Unlimited Rubicon,SUV,manual,ca,4.7,9153.0,red,gray,35250,2014
355,2013,Kia,Optima,EX Hybrid,Sedan,automatic,ca,4.4,16045.0,white,beige,16800,2014
356,2013,Nissan,Altima,2.5,Sedan,automatic,ca,3.6,37136.0,red,beige,13800,2014
357,2013,Mercedes-Benz,S-Class,S550,Sedan,automatic,ca,3.6,4811.0,black,black,45500,2015
358,2013,Nissan,Altima,2.5,Sedan,automatic,ca,3.2,62381.0,black,black,11900,2014
359,2013,Lexus,GS 350,Base,Sedan,automatic,ca,3.6,39590.0,white,white,32100,2014
360,2013,Mitsubishi,Outlander,SE,SUV,automatic,ca,3.9,36071.0,silver,black,15000,2014
361,2013,Kia,Optima,EX Hybrid,Sedan,automatic,ca,4.6,11757.0,black,black,16500,2014
362,2013,Mercedes-Benz,C-Class,C250,Coupe,automatic,ca,4.2,20705.0,—,black,25750,2014
363,2013,Kia,Optima,SX,Sedan,automatic,ca,4.4,24131.0,black,black,21250,2014
364,2013,Nissan,Altima,2.5,Sedan,automatic,ca,2.0,38766.0,black,black,12100,2014
365,2013,Nissan,Altima,2.5,Sedan,automatic,ca,4.4,44303.0,silver,black,13000,2014
366,2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,ca,3.6,36931.0,gray,black,22250,2014
367,2013,Nissan,Altima,2.5,Sedan,automatic,ca,4.3,38974.0,silver,black,13600,2014
368,2013,Jeep,Wrangler,Unlimited Sahara,SUV,automatic,ca,3.1,41173.0,black,black,27000,2014
369,2013,Mazda,Mazda2,Sport,Hatchback,automatic,ca,2.0,24252.0,black,black,9100,2014
370,2013,Nissan,Altima,2.5,Sedan,automatic,ca,4.0,37020.0,red,black,13600,2014
371,2013,Kia,Rio,LX,Sedan,automatic,ca,2.8,31406.0,silver,black,8900,2014
372,2013,Mercedes-Benz,C-Class,C250 Sport,Sedan,automatic,ca,4.5,20161.0,white,black,25000,2014
373,2013,Kia,Optima,LX,Sedan,automatic,ca,2.2,14061.0,black,gray,11700,2014
374,2013,Nissan,Altima,2.5,Sedan,automatic,ca,3.7,47601.0,black,black,12200,2014
375,2013,Mazda,Mazda2,Touring,Hatchback,automatic,ca,3.5,44392.0,red,black,8500,2014
376,2013,Infiniti,M,M37,Sedan,automatic,ca,4.6,10808.0,—,black,33500,2015
377,2013,Kia,Optima,EX Hybrid,Sedan,automatic,ca,4.2,19543.0,black,gray,16100,2014
378,2013,Nissan,370Z,Base,Convertible,automatic,ca,4.3,445.0,silver,black,28750,2014
379,2013,Kia,Soul,+,Wagon,automatic,ca,2.8,48270.0,black,black,11000,2014
380,2013,Kia,Sorento,LX,SUV,automatic,ca,4.4,48050.0,silver,gray,12750,2014
381,2013,Kia,Rio,LX,Sedan,automatic,ca,4.0,36667.0,black,beige,9800,2014
382,2013,Kia,Soul,Base,Wagon,manual,ca,1.0,11699.0,silver,black,6900,2014
383,2013,Mitsubishi,Outlander Sport,LE,SUV,automatic,ca,2.7,37713.0,blue,black,14000,2014
384,2013,Mercedes-Benz,C-Class,C250 Sport,Sedan,automatic,ca,2.8,31978.0,black,black,21000,2014
385,2013,Mercedes-Benz,SLK-Class,SLK350,Convertible,automatic,ca,4.4,8470.0,black,—,37000,2015
386,2013,Lexus,ES 350,Base,Sedan,automatic,ca,3.8,24478.0,gray,black,27750,2014
387,2013,Mercedes-Benz,E-Class,E350 Sport,Sedan,automatic,ca,2.5,4995.0,black,black,31750,2015
388,2013,Mazda,Mazda3,i SV,Sedan,automatic,ca,3.6,54715.0,gray,black,10600,2014
389,2013,MINI,Cooper Clubman,Base,Hatchback,automatic,ca,3.7,36498.0,green,beige,13600,2014
390,2013,MINI,Cooper,Base,Hatchback,automatic,ca,2.8,7273.0,blue,—,15000,2014
392,2013,Mazda,CX-9,Touring,SUV,automatic,ca,3.8,46733.0,red,black,20500,2014
393,2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,ca,4.0,33838.0,gray,black,20250,2014
394,2013,Nissan,Altima,2.5 S,Coupe,automatic,ca,1.0,33985.0,black,black,8000,2014
395,2013,Kia,Forte,LX,Sedan,automatic,ca,4.3,54978.0,black,gray,9200,2014
396,2013,Mazda,CX-9,Touring,SUV,automatic,ca,3.6,44289.0,gray,black,20000,2014
397,2013,Kia,Sorento,SX,SUV,automatic,ca,4.7,20209.0,burgundy,black,21500,2014
398,2013,Nissan,Altima,2.5,Sedan,automatic,ca,3.5,38688.0,red,black,13500,2014
399,2013,Nissan,Altima,2.5,Sedan,automatic,ca,3.3,40931.0,charcoal,black,13500,2014
400,2013,Nissan,Altima,2.5,Sedan,automatic,ca,4.1,39364.0,silver,black,13500,2014
401,2013,Jeep,Compass,Latitude,SUV,automatic,ca,4.1,32090.0,white,black,13900,2014
402,2013,Nissan,370Z,Base,Coupe,automatic,ca,3.8,10506.0,black,black,21500,2014
403,2013,Nissan,Altima,2.5 S,Coupe,automatic,ca,4.4,10510.0,gray,black,15500,2014
404,2013,Mazda,Mazda3,i Touring,Sedan,automatic,ca,3.0,47917.0,black,black,9600,2014
405,2013,Infiniti,JX,JX35,SUV,automatic,ca,3.7,37738.0,gray,beige,32250,2014
406,2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,ca,4.3,19683.0,gray,black,26000,2014
408,2013,Infiniti,G Sedan,G37x,G Sedan,automatic,ca,4.4,37527.0,white,black,23000,2014
409,2013,Kia,Optima,SX,Sedan,automatic,ca,4.2,14012.0,black,black,22200,2014
410,2013,Nissan,Altima,2.5,Sedan,automatic,ca,3.9,37395.0,white,beige,13400,2014
411,2013,Kia,Rio,SX,Hatchback,manual,ca,4.6,4668.0,red,black,14200,2014
412,2013,Nissan,Altima,2.5,Sedan,automatic,ca,3.5,35900.0,black,black,13500,2014
414,2013,Nissan,Altima,2.5,Sedan,automatic,ca,3.8,38395.0,white,black,13100,2014
415,2013,Kia,Soul,+,Wagon,manual,ca,2.0,59886.0,black,black,7000,2014
416,2013,Land Rover,LR4,HSE LUX,SUV,automatic,ca,4.4,2059.0,gray,black,42000,2014
417,2013,Kia,Optima,EX,Sedan,automatic,ca,2.0,24614.0,burgundy,beige,10600,2014
418,2013,Mazda,Mazda5,Touring,Minivan,automatic,ca,3.5,39272.0,red,gray,12400,2014
419,2013,Kia,Rio,LX,Hatchback,automatic,ca,2.0,4850.0,red,black,6300,2014
420,2013,Nissan,Altima,2.5,Sedan,automatic,ca,4.5,48463.0,white,beige,14000,2014
421,2013,Infiniti,G Sedan,G37x,G Sedan,automatic,ca,3.8,23642.0,gray,black,23000,2014
422,2013,Mazda,Mazda3,i Sport,Sedan,automatic,ca,2.0,45649.0,black,black,10000,2014
423,2013,Infiniti,G Coupe,G37x,G Coupe,automatic,ca,3.5,10055.0,gray,black,27000,2014
424,2013,Infiniti,M,M37,Sedan,automatic,ca,4.1,9338.0,white,black,34500,2014
425,2013,Kia,Forte,EX,Sedan,automatic,ca,2.7,55885.0,gray,black,8800,2014
426,2013,Mazda,CX-9,Touring,SUV,automatic,ca,2.9,41807.0,gray,black,19900,2014
427,2013,Nissan,Altima,2.5 S,Coupe,automatic,ca,3.5,42938.0,gray,black,13300,2014
428,2013,Kia,Optima,EX Hybrid,Sedan,automatic,ca,4.9,19078.0,white,gray,16500,2014
429,2013,MINI,Cooper,Base,Hatchback,automatic,ca,3.5,36000.0,green,black,13700,2014
430,2013,Mazda,Mazda5,Sport,Minivan,automatic,ca,2.9,40275.0,gray,black,12200,2014
431,2013,Lexus,GS 350,Base,Sedan,automatic,ca,3.4,17786.0,beige,brown,33000,2015
432,2013,Kia,Rio,LX,Sedan,automatic,ca,2.0,45800.0,black,beige,3850,2015
433,2013,Land Rover,Range Rover Evoque,Pure Plus,SUV,automatic,ca,4.8,25524.0,blue,black,35500,2014
435,2013,Nissan,Altima,2.5,Sedan,automatic,ca,4.4,45685.0,gray,beige,13200,2014
436,2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,ca,4.4,48156.0,black,gray,22250,2014
437,2013,Kia,Rio,LX,Sedan,manual,ca,1.9,22658.0,white,beige,5500,2014
438,2013,Kia,Rio,LX,Sedan,automatic,ca,2.6,13508.0,white,black,7500,2014
439,2013,Jeep,Compass,Latitude,SUV,automatic,ca,2.7,31688.0,red,black,13000,2014
440,2013,Mitsubishi,Outlander,SE,SUV,automatic,ca,3.5,39473.0,gray,black,14700,2014
441,2013,Infiniti,G Sedan,G37 Journey,G Sedan,manual,ca,4.3,21898.0,gray,black,26250,2014
442,2013,Mercedes-Benz,C-Class,C250,Coupe,automatic,ca,3.5,10782.0,gray,black,26000,2015
443,2013,Infiniti,G Coupe,G37x,G Coupe,automatic,ca,4.2,46120.0,—,black,23500,2014
444,2013,Lexus,LS 460,L,Sedan,automatic,ca,4.9,71.0,gold,beige,64000,2014
445,2013,Mercedes-Benz,S-Class,S550,Sedan,automatic,ca,4.4,14557.0,black,black,51500,2015
446,2013,Kia,Optima,EX Hybrid,Sedan,automatic,ca,4.4,18554.0,gray,black,15700,2014
447,2013,Mitsubishi,Outlander,SE,SUV,automatic,ca,3.8,36990.0,silver,black,14800,2014
448,2013,Mercedes-Benz,GLK-Class,GLK350,SUV,automatic,ca,3.4,21052.0,gray,black,25500,2014
449,2013,Nissan,Altima,2.5,Sedan,automatic,ca,2.4,35591.0,gray,black,12700,2015
450,2013,Jeep,Wrangler,Unlimited Sport,SUV,automatic,ca,4.3,41997.0,black,black,25250,2014
451,2013,Kia,Sportage,LX,SUV,automatic,ca,2.5,40331.0,gray,gray,15200,2014
452,2013,Nissan,Altima,2.5,Sedan,automatic,ca,3.6,40425.0,white,white,12500,2014
453,2013,Kia,Optima,LX,Sedan,automatic,ca,4.8,8177.0,silver,gray,15300,2014
454,2013,Jeep,Grand Cherokee,Limited,SUV,automatic,ca,4.3,39566.0,black,black,26750,2014
455,2013,Mercedes-Benz,C-Class,C250,Coupe,automatic,ca,3.7,18960.0,black,beige,22750,2015
456,2013,Kia,Optima,EX Hybrid,Sedan,automatic,ca,4.1,21258.0,white,beige,16400,2014
457,2013,Kia,Forte,LX,Sedan,automatic,ca,2.0,81410.0,black,gray,2700,2015
458,2013,Kia,Optima,EX Hybrid,Sedan,automatic,ca,4.4,20984.0,white,black,16500,2014
459,2013,Kia,Optima,LX,Sedan,automatic,ca,3.3,26360.0,brown,beige,13300,2014
461,2013,Infiniti,G Sedan,G37x,G Sedan,automatic,ca,3.8,46548.0,gray,gray,21000,2014
462,2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,ca,4.5,35450.0,gray,black,23000,2014
463,2013,Mercedes-Benz,E-Class,E350 Sport BlueTEC,Sedan,automatic,ca,4.7,28463.0,—,black,36250,2014
464,2013,Mercedes-Benz,S-Class,S550,Sedan,automatic,ca,3.6,24168.0,black,black,56250,2014
465,2013,Lincoln,MKX,Base,SUV,automatic,ca,4.3,39459.0,burgundy,tan,24500,2014
467,2013,Mazda,Mazda5,Sport,Minivan,automatic,ca,4.5,7787.0,white,beige,14000,2014
469,2013,Infiniti,G Sedan,G37 Journey,G Sedan,manual,ca,4.3,13149.0,black,black,28250,2014
470,2013,Lexus,GS 350,Base,Sedan,automatic,ca,3.5,21189.0,silver,black,31900,2015
471,2013,Jaguar,XF,Base,Sedan,automatic,ca,4.2,10067.0,black,tan,26000,2014
472,2013,Mercedes-Benz,C-Class,C250 Sport,Sedan,automatic,ca,4.3,23615.0,white,black,22250,2014
473,2013,Kia,Soul,+,Wagon,automatic,ca,3.0,39476.0,black,black,6000,2014
474,2013,Kia,Optima,LX,Sedan,automatic,ca,4.2,13929.0,white,beige,14300,2014
475,2013,Nissan,Altima,2.5,Sedan,automatic,ca,4.0,39159.0,silver,black,13500,2014
476,2013,Nissan,Altima,2.5,Sedan,automatic,ca,4.0,37182.0,gray,black,13300,2014
477,2013,Mercedes-Benz,C-Class,C250,Coupe,automatic,ca,4.1,19780.0,black,black,23750,2015
478,2013,Kia,Optima,EX Hybrid,Sedan,automatic,ca,4.3,21642.0,white,black,16600,2014
479,2013,Mercedes-Benz,GL-Class,GL450 4MATIC,SUV,automatic,ca,4.2,26853.0,gray,black,48000,2014
480,2013,Mazda,Mazda5,Sport,Minivan,automatic,ca,3.5,36898.0,gray,tan,13100,2014
481,2013,Kia,Sportage,LX,SUV,automatic,ca,4.6,32685.0,blue,black,15250,2014
482,2013,Mercedes-Benz,GL-Class,GL450 4MATIC,SUV,automatic,ca,4.3,16584.0,silver,black,46750,2014
483,2013,Jaguar,XF,Base,Sedan,automatic,ca,5.0,6891.0,blue,gray,26000,2014
484,2013,Kia,Rio,EX,Hatchback,automatic,ca,4.1,11342.0,black,black,12000,2014
485,2013,Mercedes-Benz,M-Class,ML350,SUV,automatic,ca,5.0,6536.0,silver,black,42750,2014
486,2013,MINI,Cooper Countryman,Base,Wagon,automatic,ca,3.9,41357.0,silver,black,16500,2014
487,2013,Infiniti,G Sedan,G37x,G Sedan,automatic,ca,3.7,44723.0,black,—,20401,2014
488,2013,Kia,Sorento,EX,SUV,automatic,ca,3.3,71662.0,black,beige,14000,2014
489,2013,Mercedes-Benz,S-Class,S550,Sedan,automatic,ca,3.5,38407.0,black,black,54000,2014
490,2013,Nissan,Altima,2.5 S,Coupe,automatic,ca,3.4,36975.0,red,black,13500,2014
491,2013,Kia,Sorento,LX,SUV,automatic,ca,4.3,28790.0,blue,black,13500,2014
492,2013,Nissan,Altima,2.5 S,Coupe,automatic,ca,3.5,38530.0,white,black,13600,2015
494,2013,Land Rover,Range Rover Evoque,Pure Plus,SUV,automatic,ca,4.6,9214.0,white,black,39000,2014
495,2013,Kia,Forte,LX,Sedan,automatic,ca,3.7,39081.0,white,beige,8500,2015
496,2013,Kia,Optima,LX,Sedan,automatic,ca,3.7,35707.0,silver,gray,13300,2014
497,2013,Mercedes-Benz,S-Class,S550,Sedan,automatic,ca,4.2,38691.0,black,black,48000,2015
498,2013,Nissan,Altima,2.5,Sedan,automatic,ca,4.0,38666.0,silver,black,13300,2014
499,2013,Jeep,Wrangler,Unlimited Sport,SUV,automatic,ca,3.7,42482.0,black,black,25000,2014
500,2013,Land Rover,Range Rover Evoque,Pure Premium,SUV,automatic,ca,5.0,5403.0,gray,black,30500,2014
501,2013,Mazda,CX-9,Touring,SUV,automatic,ca,4.5,40884.0,black,black,19600,2014
503,2013,Mercedes-Benz,S-Class,S550,Sedan,automatic,ca,4.1,33776.0,black,black,46500,2015
504,2013,Nissan,Altima,2.5,Sedan,automatic,ca,3.7,43262.0,black,tan,13400,2014
505,2013,Infiniti,G Sedan,G37x,G Sedan,automatic,ca,2.9,42887.0,black,black,19900,2014
506,2013,Infiniti,G Sedan,G37x,G Sedan,automatic,ca,4.3,40101.0,blue,black,20250,2014
507,2013,Infiniti,M,M37,Sedan,automatic,ca,4.2,6787.0,silver,black,33500,2015
508,2013,Mercedes-Benz,C-Class,C250,Coupe,automatic,ca,4.1,16486.0,—,black,23500,2015
509,2013,Mazda,Mazda3,i Sport,Sedan,automatic,ca,3.8,39573.0,blue,black,11800,2014
510,2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,ca,2.4,42547.0,black,black,17250,2014
511,2013,Kia,Optima,SX,Sedan,automatic,ca,4.4,67229.0,white,gray,19000,2014
512,2013,Mercedes-Benz,C-Class,C250,Coupe,automatic,ca,3.7,23783.0,black,tan,22500,2015
513,2013,Lexus,RX 350,Base,SUV,automatic,ca,4.6,21932.0,burgundy,black,37750,2014
514,2013,Nissan,Altima,2.5,Sedan,automatic,ca,3.5,45568.0,black,black,12000,2014
515,2013,Mercedes-Benz,C-Class,C250 Sport,Sedan,automatic,ca,4.3,22984.0,white,black,21750,2014
516,2013,Mazda,Mazda5,Touring,Minivan,automatic,ca,3.9,37664.0,gray,black,13000,2014
517,2013,Mitsubishi,Lancer,Ralliart,Sedan,automatic,ca,3.6,27059.0,blue,black,18900,2015
518,2013,Infiniti,G Coupe,G37 Sport,G Coupe,manual,ca,3.5,19058.0,black,black,28750,2014
519,2013,MINI,Cooper Clubman,Base,Hatchback,automatic,ca,3.8,36764.0,white,black,14000,2014
520,2013,Mercedes-Benz,S-Class,S550,Sedan,automatic,ca,4.4,10862.0,black,black,57250,2014
521,2013,Mazda,Mazda5,Sport,Minivan,automatic,ca,4.4,14818.0,black,black,15000,2014
522,2013,Mercedes-Benz,C-Class,C250 Sport,Sedan,automatic,ca,4.3,23941.0,black,gray,21750,2014
523,2013,Kia,Optima,SX,Sedan,automatic,ca,3.6,11238.0,gray,black,23000,2014
524,2013,Nissan,Altima,2.5,Sedan,automatic,ca,3.8,38444.0,gray,black,13500,2014
525,2013,Infiniti,M,M37,Sedan,automatic,ca,4.3,9810.0,silver,black,30000,2014
526,2013,Nissan,Altima,2.5,Sedan,automatic,ca,4.1,21968.0,white,beige,13750,2014
527,2013,Mercedes-Benz,C-Class,C63 AMG,Coupe,automatic,ca,2.5,10972.0,—,black,36500,2015
528,2013,Kia,Forte,EX,Sedan,automatic,ca,3.7,33980.0,gray,gray,10400,2014
529,2013,Kia,Rio,LX,Sedan,automatic,ca,3.0,37213.0,red,gray,9500,2014
530,2013,Infiniti,G Sedan,G37x,G Sedan,automatic,ca,3.3,38131.0,—,black,20000,2014
531,2013,Kia,Optima,SX,Sedan,automatic,ca,2.3,38247.0,red,black,17000,2015
532,2013,Land Rover,Range Rover Sport,Supercharged Limited Edition,SUV,automatic,ca,3.7,26757.0,black,gray,60000,2014
533,2013,Lexus,ES 350,Base,Sedan,automatic,ca,3.6,20880.0,gray,beige,29300,2014
534,2013,Mercedes-Benz,E-Class,E350 Sport,Sedan,automatic,ca,4.7,31064.0,gray,black,30750,2014
535,2013,Mercedes-Benz,E-Class,E350,Coupe,automatic,ca,4.5,19538.0,white,gray,32250,2014
536,2013,Lexus,GS 350,Base,Sedan,automatic,ca,3.8,42813.0,black,gray,31000,2014
537,2013,Infiniti,M,M37,Sedan,automatic,ca,4.5,8691.0,black,black,33500,2014
538,2013,Kia,Optima,SX,Sedan,automatic,ca,3.6,30333.0,black,black,19900,2015
539,2013,Mitsubishi,Outlander,SE,SUV,automatic,ca,4.1,40498.0,brown,black,14600,2014
540,2013,Mitsubishi,Lancer,ES,Sedan,automatic,ca,2.8,38311.0,red,black,10100,2014
541,2013,Infiniti,G Sedan,G37x,G Sedan,automatic,ca,3.0,59042.0,—,black,18801,2015
542,2013,Mercedes-Benz,E-Class,E350 Sport,Sedan,automatic,ca,4.7,10616.0,white,black,34750,2014
543,2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,ca,4.4,32635.0,black,black,21750,2014
544,2013,Lexus,GS 350,Base,Sedan,automatic,ca,4.6,22672.0,gold,brown,34500,2014
545,2013,Mercedes-Benz,C-Class,C63 AMG,Sedan,automatic,ca,3.9,22514.0,silver,—,42750,2014
546,2013,MINI,Cooper,Base,Hatchback,automatic,ca,3.9,42973.0,red,black,12500,2014
547,2013,Volkswagen,Passat,SE PZEV,Sedan,automatic,ca,1.0,22907.0,white,black,8000,2014
548,2013,Nissan,Altima,2.5,Sedan,automatic,ca,4.0,24498.0,—,black,14500,2014
549,2013,Toyota,Corolla,LE,Sedan,automatic,ca,1.0,34915.0,black,gray,9200,2014
550,2013,Volvo,XC60,3.2,SUV,automatic,ca,4.3,34933.0,white,black,22900,2014
551,2013,Toyota,Sienna,LE 7-Passenger Mobility Auto Access,Minivan,automatic,ca,3.5,49188.0,gray,tan,18000,2014
552,2013,Nissan,Juke,S,Hatchback,automatic,ca,4.3,38134.0,gray,black,14400,2014
